batch,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,origin,seed_id,source_ref
sourced,monthly_clearance,I missed one month of clearance because I was sick. Can NYSC say I absconded?,Not covered,,,,,sourced,S-1335,NL-439
sourced,callup_letter_access,Do I have to receive an SMS from NYSC before I can access my call-up letter?,Partial,,,,,sourced,S-0414,NL-440
sourced,green_card_printing,What is the difference between the Green Card and the call-up letter?,Partial,,,,,sourced,S-0544,NL-441
sourced,stream_assignment,"My dashboard says ""Sorry, you're not in this stream. You'll be notified when your call-up letter is out."" Does that mean I'm in Stream 2?",Not covered,,,,,sourced,S-0193,NL-442
sourced,green_card_printing,"School hasn't sent the Senate List, but I've registered -- why no Green Card yet?",Partial,,,,,sourced,S-0319,NL-443
sourced,camp_items_allowed,Are headphones allowed in NYSC camp?,Not covered,,,,,sourced,S-1184,NL-444
sourced,camp_items_allowed,"Can I take beverages such as Milo, Milk and Flakes to camp?",Not covered,,,,,sourced,S-0760,NL-445
sourced,camp_kit,Can I wear a crested vest/polo such as Polo Ralph Lauren in camp?,Not covered,,,,,sourced,S-1342,NL-447
sourced,logistics_arrival_timing,"Can I report to camp one day early, and will doing so help me avoid the registration rush?",Not covered,,,,,sourced,S-0761,NL-448
sourced,docs_required_at_camp,"Only have B.Eng certificate, no Statement of Result -- is the original certificate enough for camp?",Covered,,,,,sourced,S-0066,NL-449
sourced,posting_influence,Does the class of my degree determine my PPA?,Not covered,,,,,sourced,S-0702,NL-450
sourced,ppa_accommodation,"If posted to a tertiary institution, will the university provide accommodation?",Not covered,,,,,sourced,S-1346,NL-451
sourced,ppa_rejection_reposting,Is it possible to reject my NYSC posting and take a better offer from a private firm instead?,Not covered,,,,,sourced,S-0274,NL-452
sourced,logistics_general_experience,"If I'm interested in theatre, would joining the drama troupe be useful during NYSC camp?",Not covered,,,,,sourced,S-1348,NL-453
sourced,camp_kit,How many pairs of white shoes should I take to NYSC camp?,Not covered,,,,,sourced,S-0001,NL-454
sourced,stream_assignment,Deployed to Stream 1 but didn't go -- can I join Stream 2 instead?,Not covered,,,,,sourced,S-0192,NL-455
sourced,callup_number_vs_letter,"If I have a call-up number, does that guarantee that I will be invited to serve?",Partial,,,,,sourced,S-1351,NL-456
sourced,callup_letter_access,"If my call-up letter isn't sent to me, where do I collect it?",Partial,,,,,sourced,S-0381,NL-457
sourced,portal_account_access,I forgot the email/password I used for NYSC registration. Is there another way to get my call-up letter?,Partial,,,,,sourced,S-1353,NL-458
sourced,portal_account_access,"Call-up letter released, but can't log into the portal -- cause?",Partial,,,,,sourced,S-1354,NL-459
sourced,callup_letter_access,"Name correction still under review, but I'm due in camp -- what should I do?",Partial,,,,,sourced,S-1355,NL-460
sourced,stream_assignment,"If not selected for Stream 1, automatically placed in Stream 2?",Not covered,,,,,sourced,S-0193,NL-461
sourced,stream_assignment,"If I was assigned Stream 1 but didn't register/attend, can I simply join Stream 2?",Not covered,,,,,sourced,S-0192,NL-462
sourced,camp_kit,Are small logos allowed on the white T-shirt for camp?,Not covered,,,,,sourced,S-1342,NL-463
sourced,camp_kit,Does the white T-shirt have to be completely plain?,Not covered,,,,,sourced,S-1342,NL-464
sourced,ppa_accommodation,"Is my PPA supposed to provide accommodation, or do I have to find my own?",Not covered,,,,,sourced,S-1360,NL-465
sourced,ppa_accommodation,Does NYSC provide accommodation for corps members after camp?,Not covered,,,,,sourced,S-1361,NL-467
sourced,revalidation,"I was mobilised, got a call-up letter but didn't attend camp. Do I need remobilization or revalidation to serve later?",Not covered,,,,,sourced,S-0212,NL-468
sourced,remobilization_after_abandon,What exactly is remobilization?,Not covered,,,,,sourced,S-0075,NL-469
sourced,revalidation,"Posted, never went to camp -- automatically reposted to same state?",Not covered,,,,,sourced,S-0056,NL-470
sourced,service_abscondment,"If I abscond during NYSC, do I have to repeat the entire service year or only the period I was absent?",,,,,,sourced,S-1365,NL-471
sourced,service_abscondment,Can someone reported for absconding be mobilised again?,,,,,,sourced,S-1366,NL-472
sourced,logistics_general_experience,Which CDS group can I join that would add useful experience or qualifications to my CV?,Not covered,,,,,sourced,S-1285,NL-473
sourced,allowance_amount,Does my PPA pay me in addition to the NYSC allowance?,Not covered,,,,,sourced,S-0464,NL-474
sourced,allowance_amount,"Which type of PPA is more likely to give additional allowance -- a ministry, school or local government?",Not covered,,,,,sourced,S-1369,NL-475
sourced,logistics_travel_to_camp,How do I get from orientation camp to my PPA after the three weeks?,Not covered,,,,,sourced,S-1370,NL-476
sourced,logistics_general_experience,camp fire is when? And what is it all about?,Not covered,,,,,sourced,S-0609,NL-477
sourced,camp_kit,"As a guy that loves football and would like to participate in the football games, is it right for me to take my football boots or are we going to use the provided orange camp boots?",Not covered,,,,,sourced,S-1372,NL-478
sourced,remobilization_after_abandon,"I am a corp member of 16A Stream 1. I went to camp and worked with my PPA for one month, then became sick and stopped going. My LI said I absconded and would be remobilised. Will I be remobilised for Batch B16 or Batch A17?",Not covered,,,,,sourced,S-1373,NL-479
sourced,remobilization_after_abandon,Prefer B16 for remobilization -- how?,Not covered,,,,,sourced,S-1374,NL-480
sourced,remobilization_after_abandon,Must I receive 3 months' allowance before being remobilised?,Not covered,,,,,sourced,S-1375,NL-481
sourced,service_extension,How many months extension for missing one clearance?,,,,,,sourced,S-1376,NL-482
sourced,revalidation,When is revalidation/remobilization done for those who didn't report?,Not covered,,,,,sourced,S-1377,NL-483
sourced,service_extension,Can I be paid outstanding allowance during an imposed extension?,,,,,,sourced,S-1378,NL-484
sourced,remobilization_after_abandon,"I would prefer B16, but how will I be able to do the remobilization?",Not covered,,,,,sourced,S-1374,NL-486
sourced,remobilization_after_abandon,Is it true that I have to receive three months' allowance before I can be remobilised?,Not covered,,,,,sourced,S-1375,NL-487
sourced,remobilization_after_abandon,"If I choose to be remobilised, will I have to refund the ₦19,800 given to me at camp and the June allowance?",Not covered,,,,,sourced,S-0278,NL-488
sourced,logistics_general_experience,What kind of activities are Available in camp that one can involve themselves in? Can I bring along my chess set?,Not covered,,,,,sourced,S-1382,NL-491
sourced,stream_assignment,How do you know if you have been posted for Batch A Stream 1 or Batch A Stream 2?,Not covered,,,,,sourced,S-0219,NL-493
sourced,stream_assignment,Please how does one know if one falls in Stream 1 or 2?,Not covered,,,,,sourced,S-0219,NL-494
sourced,batch_stream_timing,What's the difference between Stream 1 and 2?,Not covered,,,,,sourced,S-0505,NL-495
sourced,camp_kit,Is it compulsory to use a waist pouch in NYSC camp?,Not covered,,,,,sourced,S-1182,NL-498
sourced,camp_kit,Can I use a small backpack instead of a waist pouch in camp?,Not covered,,,,,sourced,S-0610,NL-499
sourced,camp_kit,What should I keep in my waist pouch while in camp?,Not covered,,,,,sourced,S-1388,NL-500
sourced,logistics_laundry,How can I wash my clothes in camp without them getting mixed up with someone else's?,Not covered,,,,,sourced,S-1389,NL-501
sourced,camp_kit,Should I bring cloth pegs if I plan to wash my clothes myself in camp?,Not covered,,,,,sourced,S-1390,NL-502
sourced,logistics_laundry,Can I pay someone in Mammy Market to wash my clothes?,Not covered,,,,,sourced,S-1391,NL-503
sourced,logistics_arrival_timing,Can I arrive at the NYSC orientation camp a day before camp officially opens?,Not covered,,,,,sourced,S-0165,NL-507
sourced,logistics_arrival_timing,Is there any advantage to getting to NYSC camp early?,Not covered,,,,,sourced,S-0761,NL-508
sourced,logistics_belongings_mixed_up,How do I identify my belongings if everyone has similar white shirts and shorts in camp?,Not covered,,,,,sourced,S-1394,NL-509
sourced,logistics_belongings_mixed_up,Should I label my shoes and cap as well as my clothes in camp?,Not covered,,,,,sourced,S-1395,NL-510
sourced,camp_visitors,"Are male corps members allowed into the female hostel in NYSC camp, and vice versa?",,,,,,sourced,S-1396,NL-511
sourced,camp_items_allowed,Can I take other electronic devices such as an iPad or camera to camp?,Not covered,,,,,sourced,S-1397,NL-512
sourced,green_card_printing,"I have my Green Card, but it printed in black and white instead of green. Will that be accepted?",Not covered,,,,,sourced,S-0545,NL-513
sourced,camp_visitors,Can I visit someone in NYSC camp to give them money?,,,,,,sourced,S-1399,NL-514
sourced,camp_visitors,Can visitors come into NYSC orientation camp on weekdays?,,,,,,sourced,S-1400,NL-515
sourced,camp_visitors,Can a visitor bring money or personal items to a corps member in camp?,,,,,,sourced,S-1401,NL-516
sourced,posting_influence,Can I get posted to my state of origin for NYSC?,Not covered,,,,,sourced,S-0282,NL-517
sourced,relocation_general_process,Can I redeploy back to my state of origin after camp?,Not covered,,,,,sourced,S-1403,NL-518
sourced,professional_study_during_service,Can I do NIM during my NYSC service year?,,,,,,sourced,S-1404,NL-519
sourced,discharge_certificate,Please can anyone guide me on how I can get a replacement for my lost NYSC certificate?,Not covered,,,,,sourced,S-1405,NL-520
sourced,decampment,I'm a mother of two; will I be allowed to leave camp after registration because I cannot stay for three weeks?,,,,,,sourced,S-1406,NL-521
sourced,postgraduate_study_during_service,Can someone currently serving in NYSC apply for postgraduate admission?,,,,,,sourced,S-1407,NL-522
sourced,postgraduate_study_during_service,Do I need to finish NYSC before applying for a master's scholarship?,,,,,,sourced,S-1408,NL-523
sourced,professional_study_during_service,Is NIM available to corps members in every state?,,,,,,sourced,S-1409,NL-524
sourced,registration_slip_printing,"During my NYSC online registration, I completed the third step but didn't choose a state to serve before clicking submit. It said I'm successfully registered -- will this be a problem?",Not covered,,,,,sourced,S-1410,
sourced,green_card_printing,I didn't include the date I started my university education in the online registration and I've already printed my Green Card. Is this a problem?,Not covered,,,,,sourced,S-0401,
sourced,docs_required_at_camp,"I lost my school ID card but was given a letter of identification (with my passport photo and school stamp) that I used to clear in school and get my statement of result. Can I use that letter in camp instead, or will there be issues? I still have my department ID card too.",Not covered,,,,,sourced,S-1211,
sourced,docs_required_at_camp,"My graduation was delayed from 2014 to 2015 because of a strike, so my school ID card shows an expiry date of 2014. Can I still use it in camp, or do I need a new one?",Not covered,,,,,sourced,S-0766,
sourced,ppa_documentation,"I was posted to an office originally but never actually reported there -- I've been reporting to a different office instead (without NYSC knowing) and generating my clearance from there. Now during final clearance I submitted the PPA documents from the office I actually attended. Will my documents be verified online, or will they cross-check against what was originally provided?",Partial,,,,,sourced,S-1414,
sourced,age_eligibility,"It remained just 2 months until I turned 30 when my Statement of Result was approved by the Senate. My result was approved in January; I turned 30 two months later, in March. Is age in my favor?",Not covered,,,,,sourced,S-0873,
